index,category,clean_skills
1379,Food & Beverages,['']
1380,Food & Beverages,['']
1381,Food & Beverages,"['Pre-opening', 'Food & Beverage', 'Hospitality Industry', 'Restaurant Management', 'Fine Dining', 'Banquets', 'Menu Development', 'Hotel Management', 'Pre-opening experience', 'Hospitality Management', 'Food', 'Competitive Analysis', 'Cuisine', 'Catering', 'Business Development', 'Banquet Operations', 'Revenue Analysis', 'Rooms Division', 'Budgets', 'Customer Satisfaction', 'Wine', 'Cost Control', 'Front Office', 'Hotel Booking', 'New Restaurant Openings', 'Opening Hotels', 'Recipes', 'Yield Management', 'Opera', 'Tourism', 'Culinary Skills', 'Micros', 'MICROS', 'Property Management Systems', 'F', 'Customer Service', 'Management', 'Training', 'Guest Service Management', 'Hospitality', 'Resorts', 'Food Service', 'Guest R']"
1382,Food & Beverages,"['Hospitality Industry', 'Hospitality', 'Customer Service', 'Pre-opening', 'Yield Management', 'Hotel Management', 'Food ', 'Banquets', 'Fine Dining', 'Catering', 'Revenue Analysis', 'Hotels']"
1383,Food & Beverages,"['Quality Assurance', 'HACCP', 'Food Technology', 'Food Science', 'Food Safety', 'GMP', 'Quality System', 'Food Processing', 'FMCG', 'Food Industry', 'Wastewater Treatment', 'Dairy', 'ISO 14001', 'ISO 9000', 'Marketing', 'Sustainability', 'Production Planning', 'Business Planning', 'Product Development', 'Project Management', 'Manufacturing', 'Business Development', 'Food & Beverage', 'Project Planning', 'Hazard Analysis and Critical Control Points \\(HACCP\\)', 'Fast-Moving Consumer Goods \\(FMCG\\)', 'Microsoft Office', 'Microsoft Excel', 'Management', 'Customer Service', 'Leadership', 'Team Leadership', 'Negotiation', 'Team Management', 'ISO 22000', 'Food Microbiology', 'Sensory Evaluation', 'ISO 17025', 'Recycled Water', 'Beverage Indus']"
1384,Food & Beverages,"['Food & Beverage', 'Microsoft Office', 'Customer Service']"
1385,Food & Beverages,"['Microsoft Excel', 'PowerPoint', 'Microsoft Word']"
1386,Food & Beverages,['']
1387,Food & Beverages,"['Pre-opening', 'Banquets', 'Menu Development']"
1388,Food & Beverages,"['Pre-opening', 'Banquets', 'Menu Development']"
1389,Food & Beverages,['']
1390,Food & Beverages,"['Hospitality Management', 'Hospitality Industry', 'Pre-opening', 'Hotel Management', 'Food & Beverage', 'Revenue Analysis', 'Fine Dining', 'Menu Development', 'Catering']"
1391,Food & Beverages,"['Banquets', 'Pre-opening', 'Food & Beverage', 'Menu Development', 'Hotel Management', 'Cuisine', 'Customer Satisfaction', 'Wine', 'Revenue Analysis', 'Recipes', 'Rooms Division', 'Hospitality Management', 'Vendor Management', 'Micros', 'MICROS', 'Leadership', 'Resorts', 'Restaurants']"
1392,Food & Beverages,['']
1393,Food & Beverages,['']
1394,Food & Beverages,['']
1395,Food & Beverages,"['Wine', 'Food & Beverage', 'Hospitality Management']"
1396,Food & Beverages,"['Human Resources', 'Employee Engagement', 'Performance Management']"
1397,Food & Beverages,['']
1398,Food & Beverages,['']
1399,Food & Beverages,['']
1400,Food & Beverages,['']
1401,Food & Beverages,"['Budgets', 'Management', 'Hospitality Management']"
1402,Food & Beverages,['']
1403,Food & Beverages,"['HACCP', 'ISO 22000', 'Food Safety']"
1404,Food & Beverages,"['Customer Service', 'Hospitality Management', 'Food & Beverage']"
1405,Food & Beverages,['']
1406,Food & Beverages,['']
1407,Food & Beverages,"['Pre-opening', 'Food & Beverage', 'Menu Development']"
1408,Finance,['']
1409,Finance,"['Strategic Planning', 'Team Management', 'Business Development']"
1410,Finance,['']
1411,Finance,"['Business Development', 'Financial Analysis', 'Banking']"
1412,Finance,"['Channel Handling', 'Floor Management', 'Managing multiple locations', 'Cash Collection', 'Process Excellence', 'Managing Associates', 'Attrition Reduction', 'Microfinance']"
1413,Finance,['']
1414,Finance,"['Accounting', 'Finance', 'Budgets']"
1415,Finance,"['Corporate Finance', 'Financial Analysis', 'Financial Modeling']"
1416,Finance,"['Business Strategy', 'Business Development', 'Product Development']"
1417,Finance,"['Team Management', 'Team Coordination', 'Team Development']"
1418,Finance,"['SAP FICO', 'SAP Materials Management \\(SAP MM\\)', 'Supplier Negotiation']"
1419,Finance,"['Management', 'Finance', 'Microsoft Excel']"
1420,Finance,"['Team Management', 'Banking', 'Investment Banking']"
1421,Finance,['']
1422,Finance,"['Talent Acquisition', 'Sourcing', 'Screening', 'Recruiting', 'Human Resources', 'Executive Search', 'BPO', 'Temporary Placement', 'Benefits Negotiation', 'Hiring', 'Technical Recruiting', 'Business Process Outsourcing \\(BPO\\)', 'Recruitments', 'Screening Resumes', 'Consulting', 'Customer Relationship Management \\(CRM\\)', 'HR Policies', 'Internet Recruiting', 'IT Recruitment', 'Performance Management', 'Strategic HR', 'Strategy', 'Headhunt', 'Job Descriptions', 'Onboarding', 'Staff Augmentation', 'Staffing Services', 'Vendor Management', 'MIS', 'HRIS', 'Team Management', 'Personnel Management', 'Relationship Management', 'Interviews', 'Employee Training', 'Employee Engagement', 'Training', 'Employee Relations', 'Management', 'Performanc']"
1423,Finance,['']
1424,Finance,"['Mutual Funds', 'Bancassurance', 'Retail Banking']"
1425,Finance,"['Finance', 'Insurance', 'Investments', 'Investment Banking', 'Corporate Finance', 'Start-ups', 'Business Development Consultancy']"
1426,Finance,['']
1427,Finance,['']
1428,Finance,"['Financial Analysis', 'Account Reconciliation', 'Auditing', 'Business Development', 'Business Planning', 'Business Strategy', 'P&L', 'MIS', 'Microsoft Office', 'Accounts Finalization', 'ACCOUNTS', 'INCOME TAX', 'COMPANIES ACT.']"
1429,Finance,['']
1430,Finance,['']
1431,Finance,"['Telecommunications', 'Sales', 'Management', 'Business Development', 'Sales Management', 'Key Account Management', 'Sales Operations', 'Product Management', 'Direct Sales', 'Digital Marketing', 'Cross Selling', 'Team Management', 'Relationship Management', 'Communication', 'Customer Service', 'New Business Development', 'Modern Trade', 'Channel Account Management', 'Small Business Management']"
1432,Finance,"['Financial Modeling', 'Valuation', 'Investment Banking']"
1433,Finance,"['Microsoft Excel', 'Financial Analysis', 'Accounting']"
1434,Finance,"['Team Management', 'Automobile', 'Automotive']"
1435,Finance,['']
1436,Finance,"['Financial Modeling', 'Team Management', 'Management Information Systems \\(MIS\\)']"
1437,Finance,"['Team Management', 'Public Speaking', 'Strategic Planning']"
1438,Finance,['']
1439,Finance,"['Accounting', 'Management', 'Finance']"
1440,Finance,['']
1441,Finance,"['PowerPoint', 'Budgets', 'Functional Analysis']"
1442,Finance,['']
1443,Finance,"['Banking', 'IT Recruitment', 'Working Abroad']"
1444,Finance,"['Financial Accounting', 'Cost Accounting', 'Auditing']"
1445,Finance,['']
1446,Finance,['']
1447,Finance,"['Management', 'Financial Analysis', 'Business Strategy']"
1448,Finance,['']
1449,Finance,"['Risk Management', 'Team Management', 'Credit Risk', 'Strategic Planning', 'Call Centers', 'CRM', 'Cash Management', 'Collection Development', 'Retail Banking', 'Credit', 'Banking', 'Business Development', 'Vendor Management', 'Portfolio Management', 'Credit Analysis', 'Loans', 'Customer Relationship Management \\(CRM\\)', 'Financial Risk', 'Legal Assistance', 'MIS', 'Management Information Systems \\(MIS\\)', 'Management', 'Relationship Management', 'Leadership', 'Debt Recovery', 'Legal', 'Debt Settlement', 'Collections']"
1450,Finance,"['Management', 'Vendor Management']"
1451,Finance,"['Analytical Skills', 'Financial Analysis', 'Financial Planning', 'Quantitative Analytics', 'Microsoft Excel', 'Microsoft Word', 'Microsoft PowerPoint', 'Communication', 'Team Management', 'English']"
1452,Finance,['']
1453,Finance,"['Microsoft Office', 'Customer Service', 'Microsoft Excel', 'Research', 'Project Management', 'Accounting', 'Sales', 'Microsoft Word', 'PowerPoint', 'Management', 'Public Speaking', 'Leadership', 'Time Management']"
1454,Finance,['']
1455,Finance,"['Corporate Finance', 'Financial Analysis', 'Loans']"
1456,Finance,['']
1457,Finance,['']
1458,Apparel,['']
1459,Apparel,"['Textiles', 'Apparel', 'Textile Industry']"
1460,Apparel,['Textiles']
1461,Apparel,"['Microsoft Office', 'Microsoft Excel', 'Management']"
1462,Apparel,"['Nonprofits', 'Community Outreach', 'Higher Education']"
1463,Apparel,"['Research', 'Textiles', 'Microsoft Office']"
1464,Apparel,"['Apparel', 'Textiles', 'Merchandising']"
1465,Apparel,['']
1466,Apparel,['']
1467,Apparel,"['Sourcing', 'Merchandising', 'Supply Chain Management', 'Textiles', 'Apparel', 'Global Sourcing', 'Retail', 'Fashion', 'Denim', 'Production Planning', 'Wovens', 'Trend Analysis', 'Operations Management', 'Business Strategy', 'Outsourcing', 'Knitwear', 'Export', 'Strategic Sourcing', 'Marketing', 'Business Development', 'Manufacturing', 'Strategic Planning', 'Inventory Management', 'Supply Chain', 'Purchasing', 'Import', 'Styling', 'Marketing Strategy', 'Management', 'Negotiation', 'Leadership', 'Textile Industry', 'Target Costing', 'New Business Development', 'Trend', 'india Bangladesh Apparel trade', 'sourcing apparel for india']"
1468,Apparel,"['Marketing', 'Strategic Planning', 'Management']"
1469,Apparel,"['Apparel', 'Merchandising', 'Retail']"
1470,Apparel,"['Sourcing', 'Merchandising', 'Supply Chain Management', 'Textiles', 'Apparel', 'Global Sourcing', 'Retail', 'Fashion', 'Denim', 'Production Planning', 'Wovens', 'Trend Analysis', 'Operations Management', 'Business Strategy', 'Outsourcing', 'Knitwear', 'Export', 'Strategic Sourcing', 'Marketing', 'Business Development', 'Manufacturing', 'Strategic Planning', 'Inventory Management', 'Supply Chain', 'Purchasing', 'Import', 'Styling', 'Marketing Strategy', 'Management', 'Negotiation', 'Leadership', 'Textile Industry', 'Target Costing', 'New Business Development', 'Trend', 'india Bangladesh Apparel trade', 'sourcing apparel for india']"
1471,Apparel,['']
1472,Apparel,['']
1473,Apparel,['']
1474,Apparel,"['HR Compliance', 'KRAs', 'Recruitments']"
1475,Apparel,"['Advertising', 'Customer Service', 'Strategic Planning']"
1476,Apparel,['']
1477,Apparel,['']
1478,Apparel,['']
1479,Apparel,"['Teamwork', 'Photoshop', 'Customer Service']"
1480,Apparel,['']
1481,Apparel,['']
1482,Apparel,['']
1483,Apparel,['']
1484,Apparel,['']
1485,Apparel,['']
1486,Apparel,['']
1487,Apparel,['']
1488,Apparel,"['Fashion Design', 'Fashion Photography', 'Marketing Communications']"
1489,Apparel,"['screenprinting', 'Heat Transfer', 'Embroidery']"
1490,Apparel,['']
1491,Apparel,['']
1492,Apparel,['']
1493,Apparel,['']
1494,Apparel,['']
1495,Apparel,['']
1496,Apparel,"['Microsoft Office', 'Apparel', 'Retail']"
1497,Apparel,"['Supply Chain Management', 'Sourcing', 'Supply Chain']"
1498,Apparel,"['Fashion Design', 'Management', 'Retail']"
1499,Apparel,"['Microsoft Excel', 'Management', 'Business Strategy']"
1500,Apparel,['']
1501,Apparel,"['Textiles', 'Retail', 'Wholesale']"
1502,Apparel,['']
1503,Apparel,"['Negotiation', 'Field Marketing', 'Training Delivery']"
1504,Apparel,['']
1505,Apparel,['']
1506,Apparel,['']
1507,Apparel,['']
1508,Accountant,"['Corporate Finance', 'Accounting', 'Value-Added Tax \\(VAT\\)']"
1509,Accountant,"['Balance Sheet', 'Profit & Loss Management', 'Income Tax']"
1510,Accountant,"['Accounting', 'Financial Accounting', 'Microsoft Excel']"
1511,Accountant,"['Leadership', 'Problem Solving', 'Microsoft Office']"
1512,Accountant,"['Microsoft Office', 'Leadership', 'Customer Service']"
1513,Accountant,"['Accounting', 'Auditing', 'Tax']"
1514,Accountant,"['Microsoft Office', 'Customer Service', 'Management']"
1515,Accountant,"['Tax', 'Income Tax', 'Accounting']"
1516,Accountant,"['Tax', 'Income Tax', 'Tax Accounting']"
1517,Accountant,"['Financial Reporting', 'Financial Analysis', 'Accounting', 'Tax', 'Financial Accounting', 'Account Reconciliation', 'Accounts Payable', 'General Ledger', 'Auditing', 'Accounts Receivable', 'Budgets', 'Payroll', 'Internal Controls', 'Bookkeeping', 'Forecasting', 'Journal Entries', 'Microsoft Excel', 'Microsoft Office', 'QuickBooks', 'Microsoft Word']"
1518,Accountant,['Accounting']
1519,Accountant,"['Microsoft Office', 'Customer Service', 'Management']"
1520,Accountant,"['Financial Accounting', 'Customer Service', 'Tax']"
1521,Accountant,"['Tax', 'Income Tax', 'Tax Accounting']"
1522,Accountant,['']
1523,Accountant,['']
1524,Accountant,"['Accounting', 'Financial Accounting', 'Tax']"
1525,Accountant,"['Bookkeeping', 'Payroll', 'IFRS']"
1526,Accountant,"['Tax', 'Tax Accounting', 'Accounting', 'Financial Reporting', 'Tax Advisory', 'Budgets', 'Account Reconciliation', 'Financial Accounting', 'Income Tax', 'Payroll', 'International Tax', 'Microsoft Excel', 'Microsoft Office', 'Property Tax', 'FBT', 'Accountants']"
1527,Accountant,"['Account Reconciliation', 'Accounting', 'Auditing', 'Financial Statements', 'General Ledger', 'Accounts Payable', 'Financial Accounting', 'Financial Reporting', 'Accounts Receivable', 'Financial Analysis', 'Payroll', 'Management Accounting', 'Tax', 'IFRS', 'Bookkeeping', 'Income Tax', 'Tax Preparation', 'Strategic Planning', 'Social Media', 'GAAP', 'Business Planning', 'Tax Returns', 'Research', 'Public Relations', 'Account Management', 'Small Business', 'Tax Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'PowerPoint', 'QuickBooks', 'Sage', 'Time Management', 'Management', 'Teaching', 'Fundraising', 'Teamwork', 'Team Building', 'Training']"
1528,Accountant,"['Account Reconciliation', 'Accounting', 'Auditing', 'Financial Statements', 'General Ledger', 'Accounts Payable', 'Financial Accounting', 'Financial Reporting', 'Accounts Receivable', 'Financial Analysis', 'Payroll', 'Management Accounting', 'Tax', 'IFRS', 'Bookkeeping', 'Income Tax', 'Tax Preparation', 'Strategic Planning', 'Social Media', 'GAAP', 'Business Planning', 'Tax Returns', 'Research', 'Public Relations', 'Account Management', 'Small Business', 'Tax Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'PowerPoint', 'QuickBooks', 'Sage', 'Time Management', 'Management', 'Teaching', 'Fundraising', 'Teamwork', 'Team Building', 'Training']"
1529,Accountant,"['Income Tax', 'Tax', 'Accounting', 'Corporate Tax', 'International Tax', 'Restructuring', 'VAT', 'Tax Advisory', 'Tax Accounting', 'Due Diligence', 'IFRS', 'Bookkeeping', 'Tax Research', 'Finance', 'Entrepreneurship', 'Consulting', 'Managerial Finance', 'Management Consulting', 'Account Reconciliation', 'Management Accounting', 'Cash Flow', 'Mergers & Acquisitions', 'Value-Added Tax \\(VAT\\)', 'International Financial Reporting Standards \\(IFRS\\)', 'Management', 'Tax Compliance', 'Business Tax Planning', 'Tax Treaties', 'Company formations and Company Secretary']"
1530,Accountant,"['Tax', 'Accounting', 'Corporate Tax']"
1531,Accountant,['']
1532,Accountant,"['Management', 'Microsoft Office', 'PowerPoint']"
1533,Accountant,['']
1534,Accountant,"['Income Tax', 'QuickBooks', 'Payroll Taxes', 'Tax Preparation', 'Tax', 'Bookkeeping', 'Corporate Tax', 'Payroll', 'Account Reconciliation', 'Accounting', 'Business Planning', 'Tax Accounting', 'Finance', 'Computer Repair', 'Access', 'Microsoft Office', 'Computer Hardware', 'Payroll Services', 'Computer Nerworking']"
1535,Accountant,"['Financial Analysis', 'Financial Reporting', 'Financial Accounting', 'Accounting', 'Data Analysis', 'Change Management', 'Editing', 'Finance', 'Higher Education', 'Budgeting', 'Business Process Improvement', 'Business Planning', 'Business Strategy', 'Business Intelligence', 'Supply Chain Management', 'E-commerce', 'Event Planning', 'Forecasting', 'Food & Beverage', 'General Ledger', 'Oil & Gas', 'Fast-Moving Consumer Goods \\(FMCG\\)', 'Hospitals', 'Inventory Management', 'Investments', 'Key Performance Indicators', 'Knowledge Management', 'Lean Manufacturing', 'Social Media', 'Nonprofit Organizations', 'Operations Management', 'Project Management', 'Strategic Planning', 'Risk Management', 'Tax', 'Microsoft Office', 'Microsoft Excel', 'QuickBo']"
1536,Accountant,"['Accounting', 'Tax', 'Auditing', 'Business Valuation', 'Corporate Tax', 'Small Business', 'Valuation', 'Business Planning', 'Assurance', 'Mergers & Acquisitions', 'Financial Accounting', 'Strategic Planning', 'Financial Reporting', 'Investments', 'Internal Controls', 'Audit and Assurance', 'Litigation Support', 'Financial Statements', 'Budgets', 'Business Coaching', 'Corporate Tax Planning', 'Personal Tax Planning', 'Small Business Consulting', 'Personal Income Tax Returns']"
1537,Accountant,"['Accounting', 'Tax', 'Financial Reporting']"
1538,Accountant,['Account Management']
1539,Accountant,"['Account Reconciliation', 'Accounting', 'Accounts Receivable', 'Accounts Payable', 'Bank Reconciliation', 'Accruals', 'Analysis', 'Variance Analysis', 'General Ledger', 'Microsoft Excel', 'Essbase']"
1540,Accountant,"['Tax Preparation', 'Corporate Tax', 'Microsoft Excel']"
1541,Accountant,"['Accounting', 'Tax', 'Business Planning']"
1542,Accountant,"['PowerPoint', 'Microsoft Office', 'Accounting']"
1543,Accountant,['']
1544,Accountant,"['Accounting', 'Accounts Receivable', 'Income Tax']"
1545,Accountant,"['Accounting', 'Tax Preparation', 'QuickBooks']"
1546,Accountant,"['Tax Preparation', 'Accounting', 'Personal Tax Planning']"
1547,Accountant,"['Tax', 'Income Tax', 'Financial Reporting']"
1548,Accountant,"['Tally', 'Auditing', 'Accounting']"
1549,Accountant,['']
1550,Accountant,"['Financial Reporting', 'Tax', 'Microsoft Excel']"
1551,Accountant,"['Mutual Funds', 'Financial Analysis', 'Derivatives']"
1552,Accountant,"['Accounts Receivable', 'Budgets', 'Financial Accounting', 'Account Management', 'Accounts Payable', 'Budget Management', 'Information Technology', 'Corporate Finance', 'Forecasting', 'Business Planning', 'Project Management', 'Financial Analysis', 'Financial Reporting', 'Corporate Tax', 'Government Reporting', 'Microsoft Excel', 'QuickBooks', 'Microsoft Dynamics NAV', 'Taxations', 'Personal Finance', 'Personal Income Tax Returns', 'Charity Returns', 'MCSS /MCYS Reporting', 'MTCU Reporting', 'LHIN Reporting', 'MOE Reporting', 'Accpac', 'Simply Accounting', 'Tax prep', 'Cantax', 'Forms Master Gold', 'Payment Payroll', 'Microsoft Dynamics GP', 'FX Reporting', 'HRIS Quadrant Payroll', 'Sunsystem']"
1553,Accountant,['good at data entry and basics of ms office']
1554,Accountant,['']
1555,Accountant,"['Tax', 'Accounting', 'Tax Preparation']"
1556,Accountant,['']
1557,Accountant,"['Microsoft Office', 'Sage 50', 'Tax Profile']"
1558,Architects,"['Interior Design', 'Architectural Design', 'Mixed-use']"
1559,Architects,"['Architectural Design', 'AutoCAD', 'Interior Design']"
1560,Architects,"['Architectural Design', 'Interior Design', 'Architecture']"
1561,Architects,['']
1562,Architects,"['AutoCAD', 'InDesign', 'Interior Design']"
1563,Architects,"['Customer Service', 'Management', 'Project Management']"
1564,Architects,['']
1565,Architects,['']
1566,Architects,['']
1567,Architects,"['Sustainable Design', 'Architecture', 'Construction']"
1568,Architects,"['Microsoft Office', 'Microsoft Word', 'Management']"
1569,Architects,"['Sustainable Design', 'Architecture', 'Construction']"
1570,Architects,"['Architecture', 'Interior Architecture', 'Infrastructure Planning']"
1571,Architects,"['Architecture', 'Architectural Design', 'SketchUp']"
1572,Architects,"['Landscape Design', 'Site Planning', 'Residential Design']"
1573,Architects,"['Architectural Design', 'Sustainable Design', 'Residential Design']"
1574,Architects,['']
1575,Architects,"['Architectural Design', 'Architecture', 'Sustainable Design']"
1576,Architects,"['AutoCAD', 'Architectural Design', 'SketchUp', 'Architecture', 'Urban Design', 'Urban Planning', 'Interior Design', 'Sustainable Design', 'Project Management', 'Sustainability', 'Interior Architecture', 'Feasibility Studies', 'Architectural Drawings', 'Business Development', 'Construction Management', 'Strategic Planning', 'Sustainable Development', 'Surveying', 'Construction', 'Computer-Aided Design \\(CAD\\)', 'Sketching', 'Project Bidding', 'Transportation', 'Research', 'Design Research', 'Project Planning', 'Comprehensive Planning', 'Land Use Planning', 'Residential Design', 'Construction Drawings', 'Consulting', 'Proposal Writing', 'Adobe Photoshop', 'Microsoft Office', 'AutoCAD Architecture', 'PowerPoint', 'Microsoft Word', 'Geographic I']"
1577,Architects,['']
1578,Architects,"['AutoCAD Architecture', 'Land Development', 'Home Builders']"
1579,Architects,['']
1580,Architects,"['Architecture', 'Architectural Design', 'Project Planning']"
1581,Architects,"['Architecture', 'Submittals', 'Rendering']"
1582,Architects,['']
1583,Architects,"['AutoCAD', 'SketchUp', 'Photoshop']"
1584,Architects,"['MicroStation', 'AutoCAD Architecture', 'google sketchup']"
1585,Architects,"['Recruiting', 'Screening Resumes', 'Headhunting', 'Technical Recruiting', 'Screening', 'Job Descriptions', 'Customer Satisfaction', 'Talent Acquisition', 'Hiring', 'CRM', 'Leadership', 'Interviewing Skills', 'Client Relations', 'Interviews', 'Job Coaching', 'Job Search Strategies', 'Sales Recruitment', 'Job Portals', ' Hand-holding Candidates']"
1586,Architects,['']
1587,Architects,['']
1588,Architects,"['Microsoft Office', 'Research', 'Public Speaking']"
1589,Architects,['']
1590,Architects,"['PowerPoint', 'Microsoft Word', 'Leadership']"
1591,Architects,['']
1592,Architects,"['AutoCAD', 'SketchUp', '3D Studio Max']"
1593,Architects,"['Architectural Design', 'Comprehensive Planning', 'Sustainable Design']"
1594,Architects,['']
1595,Architects,"['CCTV', 'Project Management', 'Access Control', 'Security', 'Operations Management', 'Fire Alarm', 'Cabling', 'Recruiting', 'ERP', 'Surveillance', 'Technical Recruiting', 'Executive Protection', 'Customer Service', 'Interior designing and consultant', 'Interior Projects']"
1596,Architects,"['Microsoft Office', 'Microsoft Word', 'Management']"
1597,Architects,['']
1598,Architects,['']
1599,Architects,"['Revit', 'Adobe Photoshop', 'SketchUp']"
1600,Architects,"['Microsoft Office', 'Adobe Photoshop', 'Research']"
1601,Architects,['']
1602,Architects,['']
1603,Architects,['']
1604,Architects,"['Interior Design', 'Interior Architecture', 'Management']"
1605,Architects,['']
1606,Architects,"['AutoCAD Architecture', 'Revit', 'SketchUp']"
1607,Architects,"['AutoCAD', 'Photoshop', '3D Studio Max']"
1608,Public Relations,"['Corporate Communications', 'Market Research', 'Media Relations', 'Public Relations', 'Press Releases', 'Marketing', 'Business Development', 'Media Planning', 'Marketing Strategy', 'Marketing Communications', 'Advertising', 'Social Media', 'Content Strategy', 'Content Development', 'Social Media Marketing', 'CRM', 'Strategy', 'Social Networking', 'Brand Management', 'Internal Communications', 'Brand Awareness', 'Brand Development', 'Digital Media', 'Online Advertising', 'Content Management', 'Strategic Communications', 'Online Marketing', 'Email Marketing', 'Copy Writing', 'Copywriting', 'Digital Marketing', 'Product Marketing', 'Outdoor Advertising', 'Marketing Research', 'Marketing Management', 'SEO', 'Digital Strategy', 'Corporate Brand']"
1609,Public Relations,"['Social Media ', 'Public Relations', 'Media Management', 'Content Development ', 'Social Media Marketing ', 'Public Relations Strategy', 'Event promotion and Publicity']"
1610,Public Relations,"['Public Relations', 'Corporate Communications', 'Integrated Marketing']"
1611,Public Relations,"['Microsoft Excel', 'Microsoft Office', 'Management']"
1612,Public Relations,"['Public Relations', 'Corporate Communications', 'Media Relations', 'Marketing Communications', 'Business Development', 'Content Development', 'Market Research', 'Business Strategy', 'Event Management', 'Internal Communications', 'CRM', 'Marketing', 'Press Releases', 'Marketing Strategy', 'Strategy', 'Crisis Management', 'Social Media', 'Social Media Marketing', 'Brand Management', 'Strategic Communications', 'Crisis Communications', 'Advertising', 'Integrated Marketing', 'Digital Marketing', 'Media Planning', 'Reputation Management', 'Content Management', 'Content Strategy', 'Team Management', 'Management', 'Leadership', 'New Media', 'New Business Development', 'Strategic Brand Communication']"
1613,Public Relations,"['Management', 'Public Relations', 'Communication']"
1614,Public Relations,"['Public Relations', 'Media Relations', 'Press Releases']"
1615,Public Relations,"['Corporate Communications', 'Public Relations', 'Brand Management']"
1616,Public Relations,"['Corporate Communications', 'Media Relations', 'Marketing Communications', 'Public Relations', 'Brand Management', 'Internal Communications', 'Vendor Management', 'Marketing Strategy', 'Market Research', 'Crisis Management', 'Advertising', 'Content Management', 'Strategy', 'Strategic Communications', 'Strategic Planning', 'Brand Awareness', 'Social Media Marketing', 'Business Development', 'Talent Acquisition', 'Business', 'Event Management', 'Media Planning', 'Marketing', 'Crisis Communications', 'Newspapers', 'Reputation Management', 'Social Media', 'Sponsorship', 'Leadership', 'Team Management', 'Management', 'Employee Engagement', 'Below the Line Advertising', 'Internal & External Communications', 'Market Intelligence']"
1617,Public Relations,"['Public Relations', 'Media Relations', 'Marketing']"
1618,Public Relations,"['Corporate Communications', 'Media Relations', 'Marketing Communications', 'Public Relations', 'Brand Management', 'Internal Communications', 'Vendor Management', 'Marketing Strategy', 'Market Research', 'Crisis Management', 'Advertising', 'Content Management', 'Strategy', 'Strategic Communications', 'Strategic Planning', 'Brand Awareness', 'Social Media Marketing', 'Business Development', 'Talent Acquisition', 'Business', 'Event Management', 'Media Planning', 'Marketing', 'Crisis Communications', 'Newspapers', 'Reputation Management', 'Social Media', 'Sponsorship', 'Leadership', 'Team Management', 'Management', 'Employee Engagement', 'Below the Line Advertising', 'Internal & External Communications', 'Market Intelligence']"
1619,Public Relations,"['Media Relations', 'Public Relations', 'Press Releases']"
1620,Public Relations,"['Integrated Marketing', 'Marketing Communications', 'Corporate Communications', 'Media Relations', 'Brand Management', 'Public Relations', 'Social Media Marketing', 'Marketing', 'Brand Development', 'Copywriting', 'Internal Communications', 'Advertising', 'Business Strategy', 'Strategic Planning', 'Marketing Strategy', 'Corporate Branding', 'Reputation Management', 'FMCG', 'Luxury', 'Sponsorship', 'luxury', 'Management', 'Lifestyle Brands', 'F&B Management']"
1621,Public Relations,"['Public Relations', 'Media Relations', 'Marketing Communications', 'Market Research', 'Media Planning', 'Editing', 'CRM', 'Corporate Communications', 'Online Marketing', 'Press Releases', 'Social Media Marketing', 'Marketing Strategy', 'Advertising', 'Photography', 'Brand Management', 'Event Management', 'Marketing', 'Social Media', 'Internal Communications', 'Online Advertising', 'Digital Media', 'Integrated Marketing', 'Copywriting', 'Direct Marketing', 'Digital Marketing', 'Strategic Communications', 'Crisis Communications', 'Photoshop', 'Team Management', 'Management']"
1622,Public Relations,"['Media Relations', 'Public Relations', 'Crisis Communications']"
1623,Public Relations,"['Media Relations', 'Public Relations', 'Advertising', 'Press Releases', 'Online Marketing', 'Marketing Communications', 'Content Development', 'Corporate Communications', 'Social Media', 'Media Planning', 'Blogging', 'Strategic Planning', 'Graphic Design', 'Brand Management', 'E-commerce', 'Copywriting', 'Integrated Marketing', 'New Media']"
1624,Public Relations,"['Social Media Marketing', 'Brand Development', 'Media Relations']"
1625,Public Relations,"['Reputation Management', 'Marketing Communications', 'Start-ups', 'Crisis Communications', 'Public Relations', 'Strategic Communications', 'Brand Management', 'Marketing Strategy', 'Corporate Communications', 'Marketing', 'Content Development', 'Editing', 'Digital Media', 'Copy Editing', 'Journalism', 'Management', 'New Media']"
1626,Public Relations,"['Business Strategy', 'Microsoft Office', 'Market Research']"
1627,Public Relations,"['Media Relations', 'Public Relations', 'Marketing']"
1628,Public Relations,"['Public Relations', 'Marketing Communications', 'Content Marketing']"
1629,Public Relations,"['Corporate Communications', 'Social Media Marketing', 'Public Relations', 'Strategic Communications', 'Digital Marketing', 'Strategy', 'Internal Communications', 'Event Management', 'Marketing Communications', 'Media Relations', 'Brand Management', 'Marketing Strategy', 'Content Development', 'Marketing', 'Digital Media', 'Online Advertising', 'Advertising', 'Press Releases', 'Social Media', 'Blogging', 'E-commerce', 'Content Strategy', 'B2B', 'Product Marketing', 'SEM', 'Entertainment', 'Client Relations Skills', 'New Media', 'Advertising Management', 'Media Strategy', 'Managing Media Relations', 'Campaign Strategy Development', 'Corporate Affairs', 'Design Strategic Communication']"
